DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;NR_TURNO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;TP_ABRANGENCIA;SG_UF;SG_UE;NM_UE;CD_MUNICIPIO;NM_MUNICIPIO;NR_ZONA;CD_CARGO;DS_CARGO;QT_APTOS;QT_SECOES;QT_SECOES_AGREGADAS;QT_APTOS_TOT;QT_SECOES_TOT;QT_COMPARECIMENTO;QT_ABSTENCOES;ST_VOTO_EM_TRANSITO;QT_VOTOS_NOMINAIS;QT_VOTOS_BRANCOS;QT_VOTOS_NULOS;QT_VOTOS_LEGENDA;QT_VOTOS_PENDENTES;QT_VOTOS_ANULADOS;HH_ULTIMA_TOTALIZACAO;DT_ULTIMA_TOTALIZACAO
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;235;13;Vereador;37940;91;0;37940;91;29388;8552;N;21374;2153;3885;1976;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59099;SAQUAREMA;59099;SAQUAREMA;62;11;Prefeito;63502;175;27;63502;175;49525;13977;N;45211;1071;3243;0;0;0;19:45:36;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;232;11;Prefeito;33008;78;0;33008;78;25080;7928;N;20045;1372;3663;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;182;11;Prefeito;86695;200;7;86695;200;65517;21178;N;52194;2923;10400;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;23;11;Prefeito;53611;129;2;53611;129;40168;13443;N;32152;1622;6394;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;238;11;Prefeito;47833;101;4;47833;101;36797;11036;N;29979;1411;5407;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;66;11;Prefeito;37338;102;9;37338;102;28821;8517;N;23730;1294;3797;0;0;0;19:33:46;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58327;PORTO REAL;58327;PORTO REAL;183;11;Prefeito;16931;47;2;16931;47;14923;2008;N;14388;112;423;0;0;0;18:21:35;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58653;NITERÓI;58653;NITERÓI;115;13;Vereador;30603;100;5;30603;100;25122;5481;N;20179;1171;2605;1167;0;0;19:51:16;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58670;NOVA FRIBURGO;58670;NOVA FRIBURGO;222;11;Prefeito;50195;162;23;50195;162;40272;9923;N;34872;1642;3758;0;0;0;19:45:40;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;137;11;Prefeito;59527;172;1;59527;172;43885;15642;N;35184;1842;6859;0;0;0;19:10:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58246;PINHEIRAL;58246;PINHEIRAL;30;11;Prefeito;17682;48;6;17682;48;15117;2565;N;14284;209;624;0;0;0;19:21:15;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;157;11;Prefeito;90711;251;2;90711;251;68960;21751;N;58340;2453;8167;0;0;0;19:45:35;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;159;13;Vereador;77365;214;0;77365;214;61711;15654;N;44280;3554;10726;3151;0;0;14:09:38;04/04/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58777;PETRÓPOLIS;58777;PETRÓPOLIS;65;11;Prefeito;60633;179;27;60633;179;45758;14875;N;39074;1581;5103;0;0;0;19:20:40;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;171;13;Vereador;42026;100;2;42026;100;30499;11527;N;21792;2252;3809;2646;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;126;13;Vereador;101650;268;0;101650;268;83692;17958;N;66997;4157;8285;4253;0;0;19:33:46;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;120;11;Prefeito;75343;181;2;75343;181;62450;12893;N;50201;3593;8656;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;165;11;Prefeito;28600;77;0;28600;77;18535;10065;N;14042;885;3608;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58777;PETRÓPOLIS;58777;PETRÓPOLIS;226;11;Prefeito;40140;121;9;40140;121;32000;8140;N;26449;1929;3622;0;0;0;11:10:43;03/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59331;SÃO JOSÉ DO VALE DO RIO PRETO;59331;SÃO JOSÉ DO VALE DO RIO PRETO;196;13;Vereador;15955;51;3;15955;51;12942;3013;N;11600;226;325;791;0;0;18:04:00;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;234;11;Prefeito;48263;103;0;48263;103;38373;9890;N;29825;2491;6057;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;1;Eleição Suplementar;1;347;RJ - SUPLEMENTAR DE APERIBÉ;28/10/2018;M;RJ;58181;APERIBÉ;58181;APERIBÉ;34;11;Prefeito;8960;30;1;8960;30;7483;1477;N;7178;48;257;0;0;0;18:27:30;28/10/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58300;CARAPEBUS;58300;CARAPEBUS;255;13;Vereador;12363;33;3;12363;33;10742;1621;N;9675;170;433;464;0;0;18:27:54;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;169;11;Prefeito;52542;124;0;52542;124;38124;14418;N;30784;1591;5749;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;234;11;Prefeito;48263;103;0;48263;103;37348;10915;N;29510;1634;6204;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58777;PETRÓPOLIS;58777;PETRÓPOLIS;85;11;Prefeito;40676;131;5;40676;131;30205;10471;N;23566;1696;4943;0;0;0;11:10:43;03/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58440;ITATIAIA;58440;ITATIAIA;198;11;Prefeito;25182;66;12;25182;66;21004;4178;N;19378;508;1118;0;0;0;20:11:36;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58572;MIGUEL PEREIRA;58572;MIGUEL PEREIRA;48;13;Vereador;22910;70;4;22910;70;18420;4490;N;16632;330;591;867;0;0;19:13:02;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59170;TRAJANO DE MORAES;59170;TRAJANO DE MORAES;39;13;Vereador;9140;30;7;9140;30;7779;1361;N;7015;65;198;501;0;0;19:21:16;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58653;NITERÓI;58653;NITERÓI;143;13;Vereador;31072;104;4;31072;104;25343;5729;N;19729;1296;3013;1305;0;0;19:51:16;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58637;NILÓPOLIS;58637;NILÓPOLIS;44;11;Prefeito;29530;97;9;29530;97;24828;4702;N;22689;538;1601;0;0;0;18:39:39;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58750;PARATY;58750;PARATY;57;11;Prefeito;28799;79;19;28799;79;23196;5603;N;21710;336;1150;0;0;0;12:00:32;01/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;136;11;Prefeito;49249;143;2;49249;143;38203;11046;N;28902;2932;6369;0;0;0;19:27:23;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59056;SÃO SEBASTIÃO DO ALTO;59056;SÃO SEBASTIÃO DO ALTO;60;11;Prefeito;7969;28;2;7969;28;6688;1281;N;6281;105;302;0;0;0;15:45:18;08/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;20;11;Prefeito;46947;110;1;46947;110;35146;11801;N;29163;1404;4579;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;100;11;Prefeito;36987;110;10;36987;110;29592;7395;N;27727;593;1272;0;0;0;14:44:28;16/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;36;11;Prefeito;49952;142;0;49952;142;38406;11546;N;30533;2253;5620;0;0;0;19:27:23;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;132;11;Prefeito;88226;238;6;88226;238;66305;21921;N;53463;3277;9565;0;0;0;19:10:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;216;13;Vereador;43783;101;2;43783;101;33380;10403;N;23514;2393;5041;2432;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58831;RESENDE;58831;RESENDE;31;13;Vereador;58783;183;14;58783;183;47917;10866;N;40813;1629;3249;2226;0;0;12:40:38;09/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58220;AREAL;58220;AREAL;174;13;Vereador;9672;28;4;9672;28;8319;1353;N;7422;135;228;534;0;0;15:12:20;17/01/2017
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;193;11;Prefeito;39572;87;0;39572;87;29163;10409;N;24511;1325;3327;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58718;PARACAMBI;58718;PARACAMBI;70;11;Prefeito;33886;97;8;33886;97;28726;5160;N;26499;574;1653;0;0;0;18:27:32;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58696;NOVA IGUAÇU;58696;NOVA IGUAÇU;82;11;Prefeito;42562;126;5;42562;126;31637;10925;N;26694;1069;3874;0;0;0;19:45:35;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58912;SANTA MARIA MADALENA;58912;SANTA MARIA MADALENA;33;13;Vereador;8838;32;3;8838;32;7402;1436;N;6742;68;215;377;0;0;19:21:16;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58076;BARRA MANSA;58076;BARRA MANSA;203;13;Vereador;42057;129;1;42057;129;34131;7926;N;28600;1537;2388;1606;0;0;15:14:19;24/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58670;NOVA FRIBURGO;58670;NOVA FRIBURGO;81;11;Prefeito;36331;100;9;36331;100;28393;7938;N;24701;999;2693;0;0;0;19:45:40;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58130;CABO FRIO;58130;CABO FRIO;256;11;Prefeito;71745;197;12;71745;197;56211;15534;N;50701;1759;3751;0;0;0;11:50:28;03/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;17;11;Prefeito;49447;128;0;49447;128;34029;15418;N;31048;845;2136;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58491;MAGÉ;58491;MAGÉ;110;11;Prefeito;87347;260;37;87347;260;70423;16924;N;62347;2576;5500;0;0;0;15:51:04;31/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;245;11;Prefeito;68141;156;8;68141;156;54622;13519;N;43579;3348;7695;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58467;MESQUITA;58467;MESQUITA;83;11;Prefeito;63640;172;4;63640;172;51674;11966;N;42312;2546;6816;0;0;0;14:00:34;21/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;119;13;Vereador;79216;170;2;79216;170;59951;19265;N;45224;4032;5890;4805;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;59153;TERESÓPOLIS;59153;TERESÓPOLIS;38;11;Prefeito;57328;162;15;57328;162;43244;14084;N;37180;1610;4454;0;0;0;12:05:46;31/10/2016
18/10/2020;00:06:22;2016;1;Eleição Suplementar;1;348;RJ - SUPLEMENTAR DE LAJE DO MURIAÉ;28/10/2018;M;RJ;58459;LAJE DO MURIAÉ;58459;LAJE DO MURIAÉ;112;11;Prefeito;7271;21;0;7271;21;5970;1301;N;5667;59;244;0;0;0;18:03:08;28/10/2018
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;220;11;Prefeito;42872;93;1;42872;93;32897;9975;N;26382;2270;4245;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58262;IGUABA GRANDE;58262;IGUABA GRANDE;181;13;Vereador;21857;73;2;21857;73;17209;4648;N;15482;270;811;646;0;0;15:57:27;27/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;231;11;Prefeito;40637;97;0;40637;97;30457;10180;N;24525;1153;4779;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;166;11;Prefeito;36024;89;0;36024;89;24303;11721;N;19317;887;4099;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58041;BELFORD ROXO;58041;BELFORD ROXO;153;13;Vereador;76461;216;6;76461;216;61493;14968;N;47459;3273;7863;2898;0;0;14:29:06;24/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;25;13;Vereador;75454;171;4;75454;171;61110;14344;N;47131;4574;5946;3459;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;237;13;Vereador;42187;95;0;42187;95;33237;8950;N;24380;2458;4233;2166;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58335;DUQUE DE CAXIAS;58335;DUQUE DE CAXIAS;126;11;Prefeito;101650;268;0;101650;268;78623;23027;N;64248;3456;10919;0;0;0;18:40:20;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;244;11;Prefeito;35915;102;1;35915;102;28120;7795;N;22350;1531;4239;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;58653;NITERÓI;58653;NITERÓI;72;11;Prefeito;50042;160;0;50042;160;40190;9852;N;33103;1773;5314;0;0;0;19:20:40;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58971;SÃO GONÇALO;58971;SÃO GONÇALO;86;11;Prefeito;31028;89;1;31028;89;23717;7311;N;17523;1854;4340;0;0;0;19:27:23;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58670;NOVA FRIBURGO;58670;NOVA FRIBURGO;81;13;Vereador;36331;100;9;36331;100;28393;7938;N;24041;935;2117;1300;0;0;14:24:39;25/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;167;13;Vereador;71316;163;12;71316;163;54048;17268;N;36586;5453;8310;3699;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;163;13;Vereador;44994;121;0;44994;121;30474;14520;N;22266;1854;3696;2658;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;185;11;Prefeito;61662;133;0;61662;133;46075;15587;N;37288;2471;6316;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58254;CASIMIRO DE ABREU;58254;CASIMIRO DE ABREU;50;13;Vereador;31670;89;12;31670;89;25735;5935;N;21611;576;2136;1412;0;0;19:25:26;31/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;164;11;Prefeito;32260;84;0;32260;84;22607;9653;N;18834;1173;2600;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;163;11;Prefeito;44994;121;0;44994;121;30474;14520;N;26307;1030;3137;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58610;NATIVIDADE;58610;NATIVIDADE;43;13;Vereador;12447;40;0;12447;40;10266;2181;N;8491;132;944;699;0;0;16:04:11;01/02/2017
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58777;PETRÓPOLIS;58777;PETRÓPOLIS;85;13;Vereador;40676;131;5;40676;131;30205;10471;N;23132;1560;3690;1823;0;0;11:10:43;03/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58165;COMENDADOR LEVY GASPARIAN;58165;COMENDADOR LEVY GASPARIAN;40;11;Prefeito;7745;25;2;7745;25;6981;764;N;6434;137;410;0;0;0;18:51:19;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58068;CARDOSO MOREIRA;58068;CARDOSO MOREIRA;141;13;Vereador;11621;37;18;11621;37;9832;1789;N;9083;100;184;465;0;0;19:15:36;02/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;229;13;Vereador;60547;139;0;60547;139;43521;17026;N;30030;3859;6015;3617;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58530;MARICÁ;58530;MARICÁ;55;11;Prefeito;101282;269;13;101282;269;81437;19845;N;74089;1880;5468;0;0;0;14:29:26;17/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;249;11;Prefeito;49586;130;6;49586;130;40916;8670;N;38297;820;1799;0;0;0;14:44:28;16/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58190;CAMPOS DOS GOYTACAZES;58190;CAMPOS DOS GOYTACAZES;98;11;Prefeito;53747;157;3;53747;157;42617;11130;N;40368;662;1587;0;0;0;14:44:28;16/11/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;173;11;Prefeito;37501;86;0;37501;86;27930;9571;N;24175;945;2810;0;0;0;13:55:48;01/12/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;58491;MAGÉ;58491;MAGÉ;110;13;Vereador;87347;260;37;87347;260;70423;16924;N;61102;2153;3766;3402;0;0;15:51:04;31/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;2;221;ELEIÇÕES MUNICIPAIS 2016;30/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;246;11;Prefeito;96353;213;6;96353;213;77130;19223;N;63822;3354;9954;0;0;0;20:40:16;30/10/2016
18/10/2020;00:06:22;2016;2;Eleição Ordinária;1;220;ELEIÇÕES MUNICIPAIS 2016;02/10/2016;M;RJ;60011;RIO DE JANEIRO;60011;RIO DE JANEIRO;190;13;Vereador;44150;99;1;44150;99;33981;10169;N;25521;1891;4648;1921;0;0;13:55:48;01/12/2016
